County,State,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,BED_UTILIZATION
Barton,Kansas,25,25,4,0.25117809
Cavalier,North Dakota,20,20,3,0.062602736
Westmoreland,Pennsylvania,362,353,0,0.67821842
Kalamazoo,Michigan,183,183,0,0.78829253
Decatur,Kansas,18,21,4,0.1543379
Barber,Kansas,25,22,4,0.79551679
Bremer,Iowa,25,16,3,0.15530822
Alachua,Florida,48,48,9,0.85188359
Cobb,Georgia,115,55,9,0.44632629
Norfolk,Massachusetts,198,88,14,0.57926524
Smith,Texas,49,49,3,0.6888454
Los Angeles,California,118,86,19,0.61170727
Jefferson,Louisiana,30,30,5,0.13518484
Nash,North Carolina,50,50,8,0.82268494
Oklahoma,Oklahoma,31,31,5,0.51542199
Knox,Tennessee,35,35,5,0.76190478
Hardin,Kentucky,140,118,0,0.74002784
Buchanan,Missouri,108,108,0,0.99023336
Ascension,Louisiana,20,20,0,0.21900827
Madison,Tennessee,25,25,0,0.48153424
Cumberland,Pennsylvania,75,75,0,0.66578996
Shelby,Tennessee,55,55,0,0.69454545
Davidson,Tennessee,300,207,46,0.7794587
Bernalillo,New Mexico,61,57,6,0.70353281
Jefferson,Louisiana,26,15,0,0.76292235
Kootenai,Idaho,40,40,6,0.67260271
Calhoun,Michigan,25,25,5,0.63846576
Tulsa,Oklahoma,60,60,10,0.52799088
Madison,Alabama,70,70,0,0.93863016
Bowie,Texas,30,30,5,0.69780821
Williams,North Dakota,25,25,4,0.39758903
Larimer,Colorado,20,20,4,0.80479455
Fayette,Kentucky,41,41,9,0.68974274
Contra Costa,California,73,73,0,0.67584914
Clark,Nevada,79,79,0,0.78921449
Macomb,Michigan,134,134,0,0.89203739
Manatee,Florida,37,37,15,0.77126992
Stark,Ohio,30,30,5,0.40657535
Dona Ana,New Mexico,20,20,6,0.71602738
Smith,Texas,94,94,0,0.73893911
Travis,Texas,103,89,18,0.54009545
Clark,Nevada,24,24,5,0.42682648
Angelina,Texas,26,26,4,0.68345624
Butte,Idaho,14,14,2,0.051076323
Vigo,Indiana,16,16,0,0.94366437
Calcasieu,Louisiana,30,28,5,0.6423679
Harrison,Mississippi,61,61,9,0.46808892
Johnson,Kansas,56,56,9,0.450636
El Paso,Texas,41,41,0,0.57320416
Clay,Florida,80,80,6,0.58462328
Franklin,Florida,25,25,4,0.064657532
Broward,Florida,70,70,23,0.63048267
Petersburg,Virginia,208,124,0,0.62810427
Harris,Texas,35,35,0,0.80649704
Los Angeles,California,20,20,0,0.33643836
Bexar,Texas,302,302,0,0.77689379
Jefferson,Texas,48,78,7,0.70145148
Jefferson,Kentucky,192,112,0,0.48050392
Phillips,Montana,6,6,1,0.2479452
Richmond,Georgia,80,80,12,0.55976027
Trumbull,Ohio,65,65,1,0.57032669
Minnehaha,South Dakota,24,24,5,0.80228311
Honolulu,Hawaii,253,253,3,0.67747033
Wayne,Michigan,35,71,11,0.78147793
DuPage,Illinois,108,110,0,0.74064755
New York,New York,40,,6,
McPherson,South Dakota,4,4,1,0.20869565
Fairfield,Connecticut,39,39,0,0.78898567
Deuel,South Dakota,10,10,2,0.30027398
Washington,Louisiana,25,25,5,0.17621918
Shoshone,Idaho,25,21,4,0.39577717
Florence,South Carolina,40,40,12,0.93842465
,,32,32,0,0.9620719
Cumberland,Maine,100,90,2,0.69911718
Richland,South Carolina,96,96,0,0.73781395
Pocahontas,Iowa,25,25,4,0.12953424
Spokane,Washington,297,317,0,0.81825334
Tulsa,Oklahoma,90,106,2,0.74393898
Broward,Florida,50,50,0,0.41364384
Lackawanna,Pennsylvania,82,82,0,0.38640159
Philadelphia,Pennsylvania,80,96,0,0.81069136
Merrimack,New Hampshire,168,168,0,0.94598824
Fayette,Illinois,110,29,4,0.34641096
Lucas,Ohio,45,45,8,0.79665142
Alameda,California,,,0,
Alexandria,Virginia,5,5,0,0.73150682
Cuyahoga,Ohio,237,237,95,0.71072859
Sedgwick,Colorado,15,9,2,0.29315069
Ransom,North Dakota,25,25,4,0.38816437
Cook,Illinois,178,178,0,0.6434508
Duval,Florida,160,160,0,0.82907534
Cabo Rojo,Puerto Rico,43,43,0,0.38840395
Tarrant,Texas,62,62,0,0.78347325
Mahoning,Ohio,31,80,11,0.58075345
Noble,Indiana,16,16,0,0.66592467
Caddo,Louisiana,24,24,0,0.73812783
Orleans,Louisiana,21,21,3,0.20443575
McLean,North Dakota,22,22,4,0.55330014
Allegheny,Pennsylvania,162,162,0,0.31804499
Milwaukee,Wisconsin,34,34,8,0.70341378
Christian,Kentucky,97,97,0,0.64634937
Calhoun,Florida,25,15,3,0.50045663
Milwaukee,Wisconsin,31,49,0,0.15381604
Scott,Iowa,50,50,8,0.45084932
Valley,Idaho,15,15,3,0.28712329
District of Columbia,District of Columbia,292,292,0,0.91164386
Weakley,Tennessee,40,40,0,0.61561644
Sacramento,California,73,73,1,0.70992684
Middlesex,Massachusetts,210,210,0,0.51159817
Lehigh,Pennsylvania,106,106,1,0.66092014
Worcester,Massachusetts,166,290,0,0.96017951
Berks,Pennsylvania,60,52,0,0.67550904
Madison,Florida,25,25,4,0.43561643
Yankton,South Dakota,133,83,0,0.3562634
Broadwater,Montana,25,25,4,0.82608217
Hamilton,Ohio,506,615,35,0.70791763
Los Angeles,California,1004,1004,0,0.66590077
Cooke,Texas,18,18,3,0.51308978
Providence,Rhode Island,495,495,33,0.44862321
Martin,Texas,18,18,3,0.24627092
Logan,Kansas,25,25,4,0.18542466
Cook,Illinois,24,24,0,0.85696346
Shelby,Tennessee,50,50,0,0.74547946
Cook,Minnesota,16,16,3,0.21815069
Bristol,Massachusetts,103,103,0,0.94922197
Allegany,New York,6,20,3,0.30835617
Saratoga,New York,88,88,0,0.99134493
Montgomery,Pennsylvania,309,363,0,0.88333708
Callaway,Missouri,38,38,0,0.94491708
St. Tammany,Louisiana,22,22,0,0.69153178
Keokuk,Iowa,25,25,4,0.20065753
Los Angeles,California,177,177,28,0.46737057
Bailey,Texas,25,25,4,0.15517808
Sutton,Texas,12,12,2,0.10022831
Lewis,Washington,25,25,4,0.58542466
Orange,California,54,,19,
Spartanburg,South Carolina,97,67,4,0.39615619
Suffolk,Massachusetts,260,260,40,0.80444676
St. Francois,Missouri,338,338,0,0.95330632
Washoe,Nevada,50,70,0,0.28798434
Orange,Indiana,24,24,4,0.080936074
Caldwell,Texas,34,34,6,0.82106978
Miami-Dade,Florida,60,60,0,0.96013701
Kent,Delaware,104,99,0,0.9664591
Champaign,Illinois,77,77,0,0.86712331
Leon,Florida,76,76,0,0.61276138
Montgomery,Maryland,329,185,27,0.78277695
Kenton,Kentucky,51,51,0,0.931292
Greenwood,South Carolina,42,42,5,0.6842792
Red River,Louisiana,25,25,4,0.46378082
Valdez-Cordova,Alaska,11,11,2,0.22789539
Columbia,Washington,62,25,4,0.7408219
Lincoln,Washington,25,25,4,0.80142468
Adams,Washington,20,12,2,0.42214611
Chelan,Washington,12,9,2,0.55129373
Boundary,Idaho,20,20,3,0.13780822
Philadelphia,Pennsylvania,25,25,238,0.89244473
Penobscot,Maine,100,51,0,0.70727909
Hardeman,Texas,24,24,4,0.14737444
Washington,Maryland,65,65,0,0.7169652
Cleveland,Oklahoma,36,36,14,
Norfolk,Virginia,35,35,5,0.41135028
Lancaster,Pennsylvania,59,59,0,0.82303226
Boone,Kentucky,40,40,0,0.84472603
Escambia,Florida,75,75,14,0.87532419
Fredericksburg,Virginia,58,58,0,0.86150211
Windham,Vermont,149,119,0,0.88127089
Bronx,New York,200,225,31,0.94622833
York,Virginia,50,50,0,0.60301369
Multnomah,Oregon,73,73,11,0.65580785
DuPage,Illinois,127,100,0,0.94298631
Clark,Nevada,50,50,0,0.77178085
St. Louis City,Missouri,180,180,0,1
Yazoo,Mississippi,25,25,4,0.46509588
Orange,Florida,90,90,0,0.53296804
Rice,Kansas,25,25,4,0.49939725
Nelson,North Dakota,19,19,3,0.14160058
Montcalm,Michigan,22,22,4,0.088418432
Wright,Minnesota,16,16,0,0.86352742
Kauai,Hawaii,25,25,2,0.41621917
Wicomico,Maryland,66,66,10,0.065504357
Virginia Beach,Virginia,100,100,1,0.71208221
Ada,Idaho,16,16,0,0.50513697
El Paso,Texas,166,166,0,0.82173628
Los Angeles,California,97,97,0,0.9331733
Washtenaw,Michigan,36,36,8,0.84847796
Tangipahoa,Louisiana,,,0,
Brazoria,Texas,20,14,2,0.20195694
New Haven,Connecticut,137,137,21,0.78920108
Okanogan,Washington,25,18,4,0.32875383
Meriwether,Georgia,32,32,5,0.39614725
Los Angeles,California,187,187,0,0.93503773
Lane,Kansas,25,25,4,0.73216438
Monroe,Mississippi,35,25,4,0.48832875
Ramsey,Minnesota,254,114,18,0.77224225
East Baton Rouge,Louisiana,81,81,1,0.33658043
York,Pennsylvania,90,90,0,0.54593605
Hamilton,Tennessee,150,150,0,0.74293065
East Feliciana,Louisiana,334,337,0,0.89419246
Upton,Texas,15,15,3,0.056986302
Nowata,Oklahoma,25,25,4,0.20249084
Richmond City,Virginia,168,168,64,
Meriwether,Georgia,52,52,2,0.33177027
Gregory,South Dakota,16,16,3,0.28681508
Pierce,Washington,82,75,29,
Crane,Texas,25,25,4,0.071561642
Valley,Idaho,10,8,1,0.034931507
Lynn,Texas,24,24,4,0.23299086
Jackson,Texas,25,25,4,0.14915068
Dearborn,Indiana,16,16,0,0.50359589
Wayne,Michigan,180,180,0,0.90292239
Bergen,New Jersey,62,62,10,0.48378259
King,Washington,20,20,4,0.91821915
Stanton,Kansas,18,16,3,0.14434932
Mineral,Nevada,35,11,2,0.59078455
Salt Lake,Utah,84,84,0,0.37469015
Larimer,Colorado,40,40,9,0.88294518
Wichita,Texas,96,96,0,0.71866441
Philadelphia,Pennsylvania,171,171,0,0.94497716
Camden,New Jersey,515,515,0,0.78107196
Pulaski,Arkansas,40,40,7,0.63424659
Jefferson,Kentucky,98,62,0,0.56279278
Cass,North Dakota,31,31,7,0.86009723
Sebastian,Arkansas,114,68,0,0.68517327
Beauregard,Louisiana,20,20,0,0.80068493
Gregg,Texas,32,32,5,0.6686644
Orange,California,48,48,0,0.7913813
Marshall,Indiana,54,54,0,0.69223744
Shelby,Tennessee,78,78,30,
Winnebago,Wisconsin,42,42,22,0.45420745
Collier,Florida,87,87,0,0.94359946
Clark,Nevada,30,30,1,0.73616439
Grand,Utah,17,17,3,0.30169219
Pepin,Wisconsin,25,25,4,0.1429041
Bon Homme,South Dakota,25,25,4,0.2029589
Clay,Texas,25,25,4,0.055671234
Blair,Pennsylvania,80,80,0,0.80952054
Defiance,Ohio,30,25,4,0.18586302
Harris,Texas,122,122,0,0.76397932
Williamson,Texas,75,75,0,0.73313624
Cameron,Texas,41,41,7,0.68159038
St. Louis County,Missouri,14,14,0,0.62015653
Montgomery,Texas,21,85,16,0.4443191
El Paso,Texas,74,74,0,0.8706035
Valdez-Cordova,Alaska,13,13,2,0.21496312
Onslow,North Carolina,84,84,0,0.82338554
Harris,Texas,90,74,0,0.56897444
Marshall,Kansas,25,23,4,0.41715306
Gwinnett,Georgia,96,96,0,0.91406965
St. Joseph,Indiana,30,30,0,0.94456619
Tangipahoa,Louisiana,40,40,6,0.69328767
Dallas,Texas,20,20,0,0.34109589
Newport News,Virginia,25,25,6,0.74553424
Bexar,Texas,44,44,7,0.64825654
Butte,California,24,24,4,0.36004567
Ferry,Washington,25,25,4,0.62871236
Clayton,Georgia,122,122,1,0.7711851
Tulsa,Oklahoma,51,70,0,0.8102544
Montgomery,Texas,84,84,0,0.27521199
Morrill,Nebraska,20,20,3,0.1020548
Pulaski,Arkansas,60,60,0,
Walsh,North Dakota,14,14,2,0.4845401
Macon,Missouri,25,25,4,0.43715069
Cumberland,Pennsylvania,31,92,12,0.77742702
Hamilton,Ohio,36,77,10,0.53282332
Macomb,Michigan,42,42,0,0.93776906
Floyd,Indiana,34,34,0,0.6755141
Gem,Idaho,16,13,2,0.17702845
Ramsey,North Dakota,25,25,4,0.34652054
Glynn,Georgia,101,101,0,0.5625661
Fallon,Montana,25,25,4,0.59693152
Humboldt,California,16,16,0,0.81113017
Marion,Indiana,91,91,0,0.59476143
Shasta,California,56,56,9,0.78884542
Middlesex,Connecticut,386,386,0,0.89033288
Chester,Pennsylvania,148,148,0,0.5709182
Harris,Texas,134,134,2,0.77587408
Whitman,Washington,25,25,4,0.24712329
Kiowa,Colorado,25,25,4,0.65983564
Harris,Texas,35,65,16,0.35578504
Sacramento,California,171,171,0,0.92269486
Dallas,Texas,39,39,15,0.66877413
Jefferson,Alabama,38,38,14,0.69855803
Cook,Illinois,288,336,40,0.74641442
St. Martin,Louisiana,25,25,4,0.53030139
Maricopa,Arizona,48,48,11,0.87380135
Oklahoma,Oklahoma,50,65,0,0.4654457
Houghton,Michigan,25,25,5,0.35769862
Hamilton,Tennessee,80,86,0,0.88391209
Conejos,Colorado,17,17,3,0.17292506
Lee,Mississippi,50,50,0,0.92690408
DeKalb,Georgia,334,114,0,0.99802929
Brown,Wisconsin,16,16,0,0.70616436
Victoria,Texas,23,23,4,0.95354378
Saginaw,Michigan,32,32,7,0.63972604
Oneida,Idaho,11,11,2,0.32627645
Delaware,Indiana,16,16,0,0.49811643
Lincoln,South Dakota,11,11,2,0.32453302
Licking,Ohio,35,35,7,0.66849315
Washington,Illinois,50,22,4,0.22727273
Thomas,Kansas,25,23,1,0.39404407
Douglas,Nebraska,31,61,18,0.014866382
Washington,Idaho,25,19,3,0.13237202
Anchorage,Alaska,80,80,0,0.50023973
Mercer,New Jersey,450,450,0,0.89999998
Mahoning,Ohio,28,28,9,0.66542727
Grant,Indiana,16,16,0,0.54982877
Washington,Arkansas,80,80,0,0.71921235
Davidson,Tennessee,70,70,11,0.81236792
Pima,Arizona,80,80,0,0.73856163
Lafayette,Louisiana,34,34,0,0.33239323
Clark,Nevada,110,110,1,0.74074721
Johnson,Kansas,98,98,0,0.58454013
Rapides,Louisiana,47,47,0,0.56251824
Ulster,New York,25,15,3,0.85826486
Franklin,Illinois,16,16,3,0.092383564
Kalkaska,Michigan,8,8,1,0.18133223
Alameda,California,148,148,0,0.75466496
San Bernardino,California,60,60,0,0.61529678
Johnson,Kansas,53,50,19,0.32136986
Davidson,Tennessee,80,80,0,0.64835614
Hardeman,Tennessee,187,150,0,0.86602741
Charleston,South Carolina,59,59,9,0.74167633
Harvey,Kansas,60,60,0,0.16059361
Lake,Florida,46,66,20,0.79099214
Christian,Kentucky,495,160,0,0.69921231
Faulk,South Dakota,12,12,2,0.24611872
Cedar,Missouri,16,16,12,0.91232878
Pinellas,Florida,144,144,0,0.53803271
Los Angeles,California,80,60,23,
Orange,Florida,35,35,9,0.76925421
Allen,Ohio,26,26,4,0.66406745
Harris,Texas,60,60,0,0.48553458
Ascension,Louisiana,28,28,0,0.94794518
Los Angeles,California,55,,0,
Greenville,South Carolina,138,130,0,0.83656478
Montour,Pennsylvania,42,42,0,0.66549248
Whiteside,Illinois,25,25,4,0.36569864
Dickey,North Dakota,20,20,3,0.22027397
Grand,Colorado,23,21,3,0.48545337
Denver,Colorado,94,94,0,0.93281841
Red River,Louisiana,12,12,0,0.82625568
Dallas,Texas,66,66,0,0.22880864
Pulaski,Arkansas,120,120,0,0.42020547
Travis,Texas,240,203,76,0.61635739
Lewis,West Virginia,150,150,0,0.93273062
Lancaster,Nebraska,200,249,0,0.91818231
Middlesex,Massachusetts,180,180,28,0.62182647
Lexington,South Carolina,122,122,0,0.74942738
Concordia,Louisiana,40,40,6,0.70246577
Trumbull,Ohio,46,46,0,0.7684018
Shelby,Tennessee,39,39,8,0.85528624
Bernalillo,New Mexico,25,25,6,0.81589043
Jackson,Missouri,46,46,0,
Granite,Montana,25,25,4,0.84010959
Orange,California,48,48,4,0.81267124
Tarrant,Texas,68,68,16,0.50114727
Rapides,Louisiana,25,25,6,0.63353425
Jefferson,Texas,33,33,6,0.76919883
Lancaster,Nebraska,86,86,13,0.46269512
Pima,Arizona,60,60,0,0.53840184
Albemarle,Virginia,50,50,0,0.86230135
York,South Carolina,50,50,0,0.8751781
Miami-Dade,Florida,309,309,129,0.58377445
Waukesha,Wisconsin,90,90,0,0.7419709
Cumberland,North Carolina,66,66,8,0.82930678
Tarrant,Texas,55,55,5,0.45529264
Fort Bend,Texas,105,105,18,0.60936725
Greenville,South Carolina,32,32,5,0.71386987
Orange,California,316,334,24,0.57828724
San Francisco,California,13,13,0,0.50031614
Hampden,Massachusetts,100,87,14,0.84588253
Hunt,Texas,54,54,0,0.72328764
Fort Bend,Texas,50,50,0,0.9087671
Okanogan,Washington,44,25,4,0.19068493
Ouachita,Louisiana,21,21,5,0.86692756
Harris,Texas,84,84,24,0.55727416
Cook,Illinois,242,225,4,0.91436225
Allegheny,Pennsylvania,32,32,5,0.71121573
Fairfax County,Virginia,94,94,0,0.89070243
Cambria,Pennsylvania,39,39,7,0.65407038
Ocean,New Jersey,40,40,0,0.75753427
Barnstable,Massachusetts,16,16,0,0.98989725
Little River,Arkansas,25,25,4,0.10871233
Okanogan,Washington,43,25,4,0.12526028
Bingham,Idaho,25,25,5,0.48558903
Summit,Ohio,258,258,0,0.95357335
Tuscaloosa,Alabama,268,98,0,0.97738326
Clinton,Pennsylvania,16,16,3,0.12140411
Mesa,Colorado,25,25,4,0.53560054
Cuyahoga,Ohio,75,42,7,0.28215346
Minnehaha,South Dakota,18,18,7,
Grant,Washington,73,25,4,0.58980823
Izard,Arkansas,25,25,4,0.18476713
Hale,Texas,20,20,0,
St. Landry,Louisiana,24,24,4,0.63310504
Cass,North Dakota,110,110,2,0.80052304
Bossier,Louisiana,20,20,0,0.76821917
Jefferson,Alabama,100,100,0,0.86668491
Lafayette,Louisiana,18,18,4,0.85327244
District of Columbia,District of Columbia,60,60,9,0.24946986
Turner,South Dakota,12,12,2,0.13196348
Clark,Nevada,199,100,16,0.58610958
Union,Louisiana,20,20,3,0.22945206
Bexar,Texas,65,65,1,0.78443241
Oklahoma,Oklahoma,93,59,9,0.30958903
Richland,South Carolina,530,457,0,0.89472139
Anderson,South Carolina,200,131,0,0.95185614
Kern,California,86,86,1,0.74096847
Grayson,Texas,33,24,9,0.7921223
Douglas,South Dakota,11,11,2,0.20124532
Dona Ana,New Mexico,40,40,3,0.84993148
San Diego,California,66,66,0,0.89506018
Lubbock,Texas,275,204,20,0.38722804
Franklin,Ohio,25,25,0,0.74969864
Collin,Texas,50,50,0,0.92586303
St. Lawrence,New York,108,108,0,0.52968037
Caribou,Idaho,25,25,4,0.16142465
Philadelphia,Pennsylvania,51,51,9,0.78269988
Blair,Pennsylvania,25,25,5,0.13589041
Morgan,Georgia,25,25,4,0.55517811
Franklin,Ohio,527,673,74,0.64596498
Umatilla,Oregon,49,25,5,0.4219178
Wheeler,Texas,25,25,4,0.056438357
El Paso,Texas,33,33,6,0.1539228
Hawaii,Hawaii,21,6,1,1
New Haven,Connecticut,32,32,0,0.80941778
Essex,Massachusetts,35,35,0,0.57993728
Erie,New York,159,159,0,0.96143705
Comanche,Oklahoma,30,14,0,0.77475536
San Francisco,California,13,13,0,0.8084299
Pima,Arizona,140,140,0,0.74747556
Newton,Missouri,30,30,5,0.57232875
Harris,Texas,128,128,0,0.79591179
Carroll,Arkansas,15,15,3,0.32785389
Fairfax County,Virginia,116,116,0,0.75226736
Cook,Illinois,161,161,60,0.630171
Gaines,Texas,33,25,4,0.38575342
Middlesex,New Jersey,25,76,9,0.62487382
Centre,Pennsylvania,119,111,0,0.87853879
Jefferson,Indiana,150,150,0,0.7290411
Screven,Georgia,25,25,4,0.21665753
Divide,North Dakota,15,15,3,0.26319635
Calcasieu,Louisiana,29,19,3,0.25057471
Fresno,California,62,62,0,0.79076445
Webb,Texas,40,40,7,0.60856164
Franklin,Ohio,232,232,0,0.93678802
Curry,Oregon,24,16,3,0.31078768
Jefferson,Louisiana,126,126,0,0.65335941
Harris,Texas,74,74,23,0.43926322
Carroll,Maryland,522,522,0,0.41574031
Kanawha,West Virginia,32,32,11,0.85736299
Lake,Ohio,159,159,0,0.74877226
Sarasota,Florida,96,96,4,0.90476596
Dane,Wisconsin,394,379,0,0.75115478
Leon,Florida,48,48,11,0.62631279
Noxubee,Mississippi,25,25,4,0.34147945
Bledsoe,Tennessee,25,25,4,0.22421917
Pottawatomie,Oklahoma,34,34,5,0.56615633
Montgomery,Ohio,67,67,12,0.53690451
Providence,Rhode Island,70,70,0,
East Baton Rouge,Louisiana,16,16,4,0.69452053
Bell,Texas,48,25,4,0.78213698
Tuscaloosa,Alabama,96,126,0,0.73385519
Greene,Mississippi,7,7,1,0.53894323
Dallas,Texas,40,40,6,0.5057534
Garfield,Washington,45,25,4,0.64920551
St. Lucie,Florida,75,75,0,0.80735886
Bernalillo,New Mexico,87,87,0,0.69658321
Young,Texas,25,25,4,0.30761644
Minidoka,Idaho,25,16,3,0.33869863
San Juan,New Mexico,16,16,0,0.33668187
Orleans,Louisiana,224,187,64,0.51566917
Los Angeles,California,118,118,0,0.64406782
Bossier,Louisiana,62,43,8,0.55935013
Clearwater,Idaho,23,23,4,0.2599166
Marion,Florida,31,31,5,0.44781265
Hampton,Virginia,79,79,0,0.45906714
Providence,Rhode Island,143,143,0,0.93158346
Garland,Arkansas,27,27,4,0.48817858
Cook,Illinois,95,95,15,0.33421728
Marshall,South Dakota,20,20,3,0.1139726
Belmont,Ohio,40,40,9,0.56293762
Pecos,Texas,14,14,2,0.13228963
Washington,Maryland,60,60,9,0.1726484
Pima,Arizona,51,47,7,0.29932964
Onondaga,New York,154,154,0,0.74283934
Philadelphia,Pennsylvania,52,52,6,0.45806208
Taylor,Texas,23,19,5,0.76222062
Middlesex,Massachusetts,324,218,1,0.91217864
Montgomery,Pennsylvania,146,146,2,0.91551888
Montgomery,Alabama,70,70,3,0.9322896
Suffolk,Massachusetts,112,112,43,0.57967222
Pulaski,Arkansas,80,40,0,0.79222602
Haskell,Kansas,13,13,2,0.13951528
Lauderdale,Mississippi,49,49,8,0.81750071
El Paso,Colorado,76,86,0,0.74364448
Maricopa,Arizona,156,124,0,0.8581087
San Bernardino,California,99,89,0,0.80683392
Allegany,Maryland,88,88,0,0.73717308
Charleston,South Carolina,108,108,0,0.63181126
Acadia,Louisiana,30,15,3,0.66739726
Mecklenburg,North Carolina,70,150,1,0.78478539
Potter,Texas,44,44,0,0.46992528
Cook,Illinois,141,141,0,0.86726904
Lincoln,Louisiana,28,28,0,0.8900196
Warren,Kentucky,60,60,3,0.89757991
Marion,Florida,30,15,0,0.62429225
Fulton,Georgia,40,40,6,0.67287672
Douglas,Nebraska,52,52,8,0.55342466
Haskell,Texas,25,25,4,0.093150683
Natrona,Wyoming,85,85,0,0.80012894
Knox,Tennessee,33,68,11,0.83110392
Clark,Nevada,274,289,0,0.32255772
Chouteau,Montana,25,8,1,0.10958904
Winkler,Texas,19,19,3,0.12098053
Ochiltree,Texas,25,25,4,0.22115068
Sebastian,Arkansas,80,60,0,0.78863013
Tulsa,Oklahoma,56,56,9,0.4727495
Kaufman,Texas,288,288,0,0.93607306
Pitt,North Carolina,66,66,12,0.52550882
Oklahoma,Oklahoma,72,72,11,0.86145359
Providence,Rhode Island,40,82,0,0.12352155
Essex,New Jersey,63,63,10,0.9012394
Coconino,Arizona,16,16,0,0.76541096
Orange,California,109,109,16,0.78692973
Los Angeles,California,91,91,8,0.71410507
Lehigh,Pennsylvania,32,32,5,0.86429793
Albany,New York,110,110,0,0.97153175
Broward,Florida,350,50,0,0.97835618
Bristol,Massachusetts,16,16,0,0.96558219
Jackson,Missouri,65,65,0,0.97525817
Jenkins,Georgia,25,15,3,0.079279281
Smith,Texas,51,51,8,0.75562716
Monongalia,West Virginia,96,96,0,0.76030248
Montgomery,Pennsylvania,81,73,0,0.67352223
Baca,Colorado,23,15,3,0.32566211
Honolulu,Hawaii,88,88,0,0.33963263
Los Angeles,California,99,31,6,0.38630137
Uinta,Wyoming,183,73,0,0.6979546
Nance,Nebraska,19,19,3,0.083056957
Morris,New Jersey,468,468,0,0.7876361
Madison,Illinois,24,24,0,0.56004566
Cook,Illinois,115,168,19,0.85342467
Mercer,North Dakota,13,13,2,0.3024236
Williams,Ohio,25,25,4,0.40767124
Honolulu,Hawaii,4,9,1,0.011263318
Franklin,Ohio,162,165,29,0.3594622
Broome,New York,111,111,0,0.72815007
Anderson,Tennessee,16,16,0,0.73458904
Howard,Texas,144,144,0,1
Tuscaloosa,Alabama,24,24,0,
New Castle,Delaware,200,112,0,0.49688169
Massac,Illinois,25,25,4,0.40482193
Mineral,Montana,25,24,4,0.65593606
Vernon,Louisiana,36,36,0,0.43310502
Hamilton,Ohio,108,108,17,0.41915271
Ada,Idaho,40,40,6,0.57643837
Mitchell,Iowa,25,25,4,0.18147945
Travis,Texas,47,49,7,0.78266704
Worcester,Massachusetts,110,110,1,0.73292655
Fulton,Georgia,152,152,24,0.85488462
Cook,Illinois,49,49,19,0.55879229
Burlington,New Jersey,61,61,0,0.87612844
Rawlins,Kansas,24,15,3,0.23799087
Swain,North Carolina,48,24,4,0.41038814
Denver,Colorado,68,68,4,0.39496374
Bay,Michigan,31,31,5,0.41148916
Houston,Alabama,38,38,6,0.60836339
Orleans,Louisiana,36,38,0,0.69776493
Dallas,Texas,86,86,0,0.75097167
Johnson,Indiana,68,68,0,0.81825143
Hernando,Florida,66,66,0,1
Norfolk,Massachusetts,182,182,28,0.5015806
Richmond,New York,257,257,0,0.90501571
Pinellas,Florida,259,259,28,0.5708468
San Diego,California,159,158,0,0.76762617
Cook,Illinois,178,128,8,0.6640197
,,40,40,0,0.87445205
Maricopa,Arizona,57,57,0,0.82239848
Baltimore City,Maryland,31,70,19,0.55487281
Cabell,West Virginia,165,116,0,0.73830891
Mesa,Colorado,64,64,0,0.52166098
Chesterfield,Virginia,28,28,2,0.85547948
Danville,Virginia,72,72,0,0.85996956
Dallas,Texas,50,50,0,0.7845487
Midland,Texas,80,80,0,0.76109588
Lincoln,Louisiana,55,55,9,0.59980077
Fulton,Arkansas,25,25,4,0.41347945
Greenville,South Carolina,45,44,14,0.45547944
Lake,Indiana,56,56,9,0.46472603
Sangamon,Illinois,147,147,0,0.9276675
Lander,Nevada,25,5,2,0.22246575
Suffolk,Massachusetts,264,132,5,0.94099212
Miami,Kansas,206,86,106,0.85960615
Pontotoc,Oklahoma,60,60,0,0.9215982
Matagorda,Texas,17,17,3,0.07622885
Allendale,South Carolina,25,25,4,0.13205479
Baraga,Michigan,15,15,3,0.19075343
Franklin,Ohio,130,130,0,0.49574289
Tuscola,Michigan,118,118,0,0.84762013
Worcester,Massachusetts,88,88,14,0.53686178
Porter,Indiana,16,16,0,0.45650685
Griggs,North Dakota,18,18,3,0.11476408
Boone,Missouri,60,60,0,0.68561643
Hutchinson,South Dakota,25,25,4,0.094356164
Campbell,Kentucky,33,33,5,0.51349109
Luzerne,Pennsylvania,47,47,0,0.46348003
Cook,Illinois,94,94,15,0.34281242
Arapahoe,Colorado,93,93,14,0.84271616
Essex,Massachusetts,60,60,9,0.76447487
Cochran,Texas,18,18,3,0.002739726
Teton,Idaho,13,13,2,0.12434141
Ingham,Michigan,30,30,5,0.64657533
Buncombe,North Carolina,80,80,0,0.70486301
Wayne,Indiana,213,213,0,0.79372305
Runnels,Texas,25,16,3,0.24880137
Carbon,Montana,10,10,2,0.55945206
Petersburg,Alaska,12,12,2,0.26826483
San Diego,California,457,401,78,0.68154269
Cumberland,Maine,100,100,0,0.8216117
Idaho,Idaho,25,25,4,0.21797261
Ouachita,Louisiana,47,47,7,0.69746429
Cherokee,Kansas,25,10,2,0.12575342
Orleans,Louisiana,34,34,0,0.76502818
Santa Barbara,California,16,16,0,0.97106165
Bristol,Massachusetts,90,90,14,0.70770168
